row_id,y
0,1042.2447170981145
1,848.2812247347063
2,1129.259520668165
3,1186.9981894005618
4,662.2716907356823
5,732.7893657970685
6,600.5971936736323
7,558.6822900380835
8,767.8590603135334
9,654.8785179018416
10,647.29969353135
11,631.4529104681149
12,635.1582603847288
13,701.6360844755545
14,735.18130434222
15,712.5966287075315
16,600.0034527415714
17,620.1480754865107
18,828.282782276999
19,701.1536942233366
20,667.7159828540391
21,598.6569878613157
22,770.2705190255276
23,891.9514542745029
24,679.5961253733726
25,828.5285293432128
26,619.9288582633395
27,625.1462391645648
28,529.5910566398281
29,793.0161858224226
30,653.6433293586349
31,841.0027429671773
32,879.7512775709823
33,595.5934301495827
34,936.8851665533816
35,789.6742387333817
36,668.8497509747727
37,726.8125314200173
38,519.3351188104905
39,820.3766027647529
40,1234.855720545823
41,613.6788280326241
42,796.7602511170073
43,1026.3910836222003
44,969.3626839860752
45,990.3571388080868
46,965.670459209971
47,1072.663341281162
48,1092.5530557782963
49,852.3594187097771
50,391.16863064479173
51,801.0581389462578
52,468.599729525
53,780.1222522809334
54,826.9464427300893
55,751.8500020524103
56,693.9672320833718
57,607.5878934987472
58,901.4334313646356
59,611.9983231099872
60,881.8884228303649
61,975.0913059218864
62,882.2903981534288
63,930.7080745642816
64,1040.0518747633291
65,630.4777579913385
66,602.2191647199542
67,896.7340068334933
68,925.3285876991602
69,925.8932576299488
70,834.7274806481056
71,809.6975295252286
72,517.5280143506313
73,888.8978421024603
74,552.631769142778
75,944.442829312766
76,1038.3275963694034
77,937.3243337981512
78,682.4913799859024
79,836.3721481547174
80,871.9996860389924
81,911.3032009549912
82,890.0985383505504
83,1006.08851556406
84,888.5665495460836
85,983.1089860053086
86,1014.7081042651276
87,865.4129377532356
88,890.9992743552205
89,925.0772627287492
90,1048.3416068280685
91,939.3803754446876
92,740.4975823067697
93,383.9001314490598
94,644.6390887090844
95,508.0192979033473
96,469.312190165548
97,830.1004398325608
98,583.8840153304029
99,541.4711425254501
100,585.5557597889929
101,485.5033915876464
102,636.7970392837233
103,698.9941622629677
104,945.3032328804986
105,644.4048124353503
106,865.1024701564305
107,938.5147423801272
108,550.3849461660665
109,507.2313464786354
110,180.79611240410003
111,849.1193342633898
112,765.1355120569843
113,797.4204782005814
114,806.8630372300396
115,525.2217885235331
116,542.8009551193247
117,621.7924304427294
118,678.3501521520755
119,872.9944960116993
120,606.981806496462
121,773.9571193969771
122,499.12380990123336
123,692.4398713883694
124,428.86933142043216
125,730.6945844321866
126,907.6711001966978
127,967.501358425197
128,492.5449086641665
129,922.6759274229056
130,605.7424541435846
131,877.8424733799675
132,994.3097133721268
133,1014.8387491344056
134,1112.4913572711737
135,1157.1392036065265
136,1072.622000951353
137,1026.88047223113
138,1068.9737400968431
139,958.2447981876122
140,851.9222700682373
141,829.8479343599612
142,842.4810763361343
143,923.6249586819532
144,907.6101288849304
145,867.8574603482232
146,847.2854624410161
147,982.1591497274596
148,855.9249003219442
149,1258.489243330016
150,971.7193643350156
151,1081.4659834949666
152,966.9721774582324
153,1132.8957806924786
154,1061.5852619100212
155,1145.8918560805412
156,1061.9490815303327
157,953.1230260965816
158,838.5391458053775
159,979.3347741360478
160,947.8792397740564
161,935.521172909124
162,778.2738278505471
163,918.2244884034702
164,763.7333824779805
165,885.4591218495409
166,1006.7146164070152
167,916.7860124156264
168,1145.888571681293
169,892.0381751957347
170,1025.8241075552046
171,1116.9077531861244
172,970.1427766430464
173,866.8434008691952
174,933.8797245506096
175,520.3485624265004
176,1107.7276545649931
177,927.7101421159944
178,1008.3011168864484
